,alpha_annual,beta_mkt,r2,regime
2023-02-03,-0.39809630829354203,0.20415341860793126,0.04588570523957647,range_bound
2023-02-06,-0.3884554165133103,0.20114944926988598,0.04463155339841096,range_bound
2023-02-07,-0.3437231947245124,0.17060313015895825,0.03364785085062094,range_bound
2023-02-08,-0.23729416147888682,0.08325060472816105,0.01135722594714006,range_bound
2023-02-09,-0.31567758339601193,0.16942218255252472,0.054911385818103065,range_bound
2023-02-10,-0.3219745910273071,0.1693569831864731,0.05519988414640109,range_bound
2023-02-13,-0.34705309851836497,0.15844892781647105,0.049706937996319644,range_bound
2023-02-14,-0.334015358605667,0.14424642380669062,0.04037866354155717,range_bound
2023-02-15,-0.34092214944520804,0.14367151085011837,0.04019991564885994,range_bound
2023-02-16,-0.36061626614168696,0.12699980582435866,0.031559655821457366,range_bound
2023-02-17,-0.3570132947530821,0.12511221815490567,0.030863104941764696,range_bound
2023-02-21,-0.36988331004017294,0.1200152273936278,0.028681491591526775,range_bound
2023-02-22,-0.38389642363313026,0.0986016765117062,0.01928483542497883,range_bound
2023-02-23,-0.3801659372032056,0.09836991275482664,0.019184742218263717,range_bound
2023-02-24,-0.37187695636161,0.09344657317311499,0.01712505870648362,range_bound
2023-02-27,-0.3763545773359521,0.09259547657087001,0.016936371795838845,range_bound
2023-02-28,-0.3738728062383909,0.09261039503942071,0.016906554732078805,range_bound
2023-03-01,-0.3760797248745391,0.09056825051729385,0.01611664265221535,range_bound
2023-03-02,-0.3943528560120586,0.08865270767496973,0.01581136216426071,range_bound
2023-03-03,-0.41276244544192053,0.08626937344440078,0.015383103402059617,range_bound
2023-03-06,-0.42719832719732953,0.07829024890804688,0.012900278553888977,range_bound
2023-03-07,-0.4217202951804724,0.07834487124423468,0.012923659403170196,range_bound
2023-03-08,-0.4022673281129666,0.07018097781043672,0.010761779244311542,range_bound
2023-03-09,-0.3138214130915814,0.04467567813279057,0.008185332970712667,range_bound
2023-03-10,-0.25896596562087737,0.028602533679968047,0.004602640626289567,range_bound
2023-03-13,-0.23811791369460755,0.028799978031420065,0.004892033038104593,range_bound
2023-03-14,-0.14154412283663909,-0.0014064053905854614,0.0005659588936366422,range_bound
2023-03-15,-0.135287617264922,0.002298794746313037,0.0016728289461944712,range_bound
2023-03-16,-0.1382333735784238,0.004167588947423399,0.004774688113512449,range_bound
2023-03-17,-0.1383524011122489,0.004144730628785944,0.004745090560554832,range_bound
